queue_id,hospital_name,city,location_id,doctor_id,doctor_name,current_serving_token,patient_token,avg_minutes_per_patient,estimated_wait_minutes,last_updated
QUE0189,"Max Healthcare Partner Centre, Mumbai",lucknow,LOC0189,DOC0189,Dr. Sanjay Khanna,2,11,6,54,2026-04-01T10:00
QUE0190,"Max Healthcare Partner Centre, Banguluru",pune,LOC0190,DOC0190,Dr. Rajiv Yadav,47,70,7,161,2026-04-01T10:00
QUE0191,"Max Super Speciality Hospital, Saket",Mumbai,LOC0191,DOC0191,Dr. Manoj Nair,23,72,7,343,2026-04-01T10:00
QUE0192,"Max Super Speciality Hospital, Patparganj",Banguluru,LOC0192,DOC0192,Dr. Amit Rao,33,51,7,126,2026-04-01T10:00
QUE0193,"Max Super Speciality Hospital, Vaishali",delhi,LOC0193,DOC0193,Dr. Suresh Saxena,28,42,5,70,2026-04-01T10:00
QUE0194,"Max Super Speciality Hospital, Shalimar Bagh",noida,LOC0194,DOC0194,Dr. Neha Gupta,70,103,6,198,2026-04-01T10:00
QUE0195,"Max Super Speciality Hospital, Gurgaon",ghaziabad,LOC0195,DOC0195,Dr. Swati Bhatia,78,108,7,210,2026-04-01T10:00
QUE0196,"Max Hospital, Noida",gurugram,LOC0196,DOC0196,Dr. Shreya Chopra,31,47,8,128,2026-04-01T10:00
QUE0197,"Max Hospital, Lucknow",lucknow,LOC0197,DOC0197,Dr. Aarav Mishra,73,101,7,196,2026-04-01T10:00
QUE0198,"Max Healthcare Partner Centre, Pune",pune,LOC0198,DOC0198,Dr. Vivaan Iyer,4,41,5,185,2026-04-01T10:00
QUE0199,"Max Healthcare Partner Centre, Mumbai",Mumbai,LOC0199,DOC0199,Dr. Aditya Pillai,79,81,10,20,2026-04-01T10:00
QUE0200,"Max Healthcare Partner Centre, Banguluru",Banguluru,LOC0200,DOC0200,Dr. Arjun Sharma,64,69,6,30,2026-04-01T10:00
QUE0201,"Max Super Speciality Hospital, Saket",delhi,LOC0201,DOC0201,Dr. Krishna Kapoor,60,73,10,130,2026-04-01T10:00
QUE0202,"Max Super Speciality Hospital, Patparganj",noida,LOC0202,DOC0202,Dr. Ishaan Singh,57,79,5,110,2026-04-01T10:00
QUE0203,"Max Super Speciality Hospital, Vaishali",ghaziabad,LOC0203,DOC0203,Dr. Rohan Agarwal,31,49,6,108,2026-04-01T10:00
QUE0204,"Max Super Speciality Hospital, Shalimar Bagh",gurugram,LOC0204,DOC0204,Dr. Kunal Mehta,20,67,5,235,2026-04-01T10:00
QUE0205,"Max Super Speciality Hospital, Gurgaon",lucknow,LOC0205,DOC0205,Dr. Rahul Reddy,46,55,10,90,2026-04-01T10:00
QUE0206,"Max Hospital, Noida",pune,LOC0206,DOC0206,Dr. Vikram Das,10,48,10,380,2026-04-01T10:00
QUE0207,"Max Hospital, Lucknow",Mumbai,LOC0207,DOC0207,Dr. Ananya Verma,10,30,10,200,2026-04-01T10:00
QUE0208,"Max Healthcare Partner Centre, Pune",Banguluru,LOC0208,DOC0208,Dr. Diya Malhotra,40,48,6,48,2026-04-01T10:00
QUE0209,"Max Healthcare Partner Centre, Mumbai",delhi,LOC0209,DOC0209,Dr. Aisha Khanna,5,49,7,308,2026-04-01T10:00
QUE0210,"Max Healthcare Partner Centre, Banguluru",noida,LOC0210,DOC0210,Dr. Kavya Yadav,8,30,10,220,2026-04-01T10:00
QUE0211,"Max Super Speciality Hospital, Saket",ghaziabad,LOC0211,DOC0211,Dr. Sneha Nair,16,45,5,145,2026-04-01T10:00
QUE0212,"Max Super Speciality Hospital, Patparganj",gurugram,LOC0212,DOC0212,Dr. Meera Rao,4,6,6,12,2026-04-01T10:00
QUE0213,"Max Super Speciality Hospital, Vaishali",lucknow,LOC0213,DOC0213,Dr. Priya Saxena,43,58,8,120,2026-04-01T10:00
QUE0214,"Max Super Speciality Hospital, Shalimar Bagh",pune,LOC0214,DOC0214,Dr. Nisha Gupta,3,38,5,175,2026-04-01T10:00
QUE0215,"Max Super Speciality Hospital, Gurgaon",Mumbai,LOC0215,DOC0215,Dr. Ritika Bhatia,24,48,10,240,2026-04-01T10:00
QUE0216,"Max Hospital, Noida",Banguluru,LOC0216,DOC0216,Dr. Pooja Chopra,44,79,10,350,2026-04-01T10:00
QUE0217,"Max Hospital, Lucknow",delhi,LOC0217,DOC0217,Dr. Sanjay Mishra,66,79,5,65,2026-04-01T10:00
QUE0218,"Max Healthcare Partner Centre, Pune",noida,LOC0218,DOC0218,Dr. Rajiv Iyer,57,106,8,392,2026-04-01T10:00
QUE0219,"Max Healthcare Partner Centre, Mumbai",ghaziabad,LOC0219,DOC0219,Dr. Manoj Pillai,7,24,8,136,2026-04-01T10:00
QUE0220,"Max Healthcare Partner Centre, Banguluru",gurugram,LOC0220,DOC0220,Dr. Amit Sharma,13,51,10,380,2026-04-01T10:00
